,Player,Tm,Age,G,GS,Att_Rush,Yds (Rush),Y/A,TD (Rush),Tgt,Rec,Yds_Rec,Yds_per_rec,TD (Rec),Fmb,FL,TD,2PM,2PP,PPR,Total_Snaps,Avg Snaps,TM SNAP %,PPR_PassAtt,PPR_Rush,PPR_RushAtt,Tot_PPR_Rec,PPR_Tgt,Tgt_gm,PPR_Rec,PPR_Snap,Year,Tgt_Binned,Att_Rush_Binned
3125,JAVORIUS ALLEN,NYG,28.0,10.0,0.0,10.0,36.0,3.6,1.0,2.0,1.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,11.5,32,3,3.0,,9.6,0.96,1.9,0.95,0.2,1.9,0.359375,2019,"(0, 10]","(0, 26]"
3127,DARREN SPROLES,PHI,36.0,6.0,1.0,17.0,66.0,3.88,0.0,10.0,6.0,24.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,103,17,8.85,,6.6000000000000005,0.388235294117647,8.4,0.8400000000000001,1.6666666666666667,1.4,0.1650485436893204,2019,"(0, 10]","(0, 26]"
3137,KENJON BARNER,ATL,30.0,14.0,0.0,4.0,28.0,7.0,0.0,8.0,6.0,22.0,3.67,0.0,4.0,1.0,1.0,0.0,0.0,15.1,65,4,5.57,0.12,2.8000000000000003,0.7000000000000001,8.2,1.025,0.5714285714285714,1.3666666666666665,0.2323076923076923,2019,"(0, 10]","(0, 26]"
3142,D'ERNEST JOHNSON,CLE,23.0,16.0,0.0,4.0,21.0,5.25,0.0,7.0,6.0,71.0,11.83,0.0,0.0,0.0,0.0,0.0,0.0,15.2,45,2,4.31,,2.1,0.525,13.1,1.871428571428572,0.4375,2.1833333333333336,0.3377777777777778,2019,"(0, 10]","(0, 26]"
3143,MARSHAWN LYNCH,SEA,33.0,1.0,0.0,12.0,34.0,2.83,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,9.4,23,23,2.07,,9.4,0.7833333333333333,0.0,,,,0.408695652173913,2019,,"(0, 26]"
3153,DEVONTAE BOOKER,DEN,27.0,16.0,0.0,2.0,9.0,4.5,0.0,9.0,6.0,57.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,12.6,26,1,2.56,,0.9,0.45,11.7,1.2999999999999998,0.5625,1.95,0.4846153846153846,2019,"(0, 10]","(0, 26]"
3154,TRA CARSON,2TM,27.0,3.0,1.0,18.0,48.0,2.67,0.0,4.0,4.0,18.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,10.6,24,8,2.23,,4.800000000000001,0.2666666666666667,5.8,1.45,1.3333333333333333,1.45,0.4416666666666666,2019,"(0, 10]","(0, 26]"
3156,TROYMAINE POPE,LAC,26.0,14.0,0.0,10.0,20.0,2.0,0.0,3.0,2.0,14.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,9.4,29,2,2.74,,2.0,0.2,9.4,3.1333333333333333,0.2142857142857142,4.7,0.3241379310344828,2019,"(0, 10]","(0, 26]"
3159,SPENCER WARE,KAN,28.0,3.0,1.0,17.0,51.0,3.0,0.0,7.0,5.0,22.0,4.4,0.0,1.0,0.0,0.0,0.0,0.0,12.3,81,27,7.71,,5.1000000000000005,0.3,7.2,1.0285714285714287,2.333333333333333,1.44,0.1518518518518518,2019,"(0, 10]","(0, 26]"
3160,DWAYNE WASHINGTON,NOR,25.0,16.0,0.0,8.0,60.0,7.5,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,18,1,1.69,,6.0,0.75,1.6,1.6,0.0625,1.6,0.4222222222222222,2019,"(0, 10]","(0, 26]"
3171,JON HILLIMAN,NYG,24.0,3.0,1.0,30.0,91.0,3.03,0.0,4.0,3.0,1.0,0.33,0.0,2.0,2.0,0.0,0.0,0.0,8.2,102,34,9.57,,9.1,0.3033333333333333,3.1,0.775,1.3333333333333333,1.0333333333333334,0.080392156862745,2019,"(0, 10]","(26, 52]"
3173,TAIWAN JONES,HOU,31.0,11.0,0.0,9.0,40.0,4.44,0.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,14,1,1.31,,4.0,0.4444444444444444,1.9,1.9,0.0909090909090909,1.9,0.4214285714285714,2019,"(0, 10]","(0, 26]"
3174,DEVINE OZIGBO,JAX,23.0,10.0,0.0,9.0,27.0,3.0,0.0,5.0,3.0,23.0,7.67,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29,2,2.66,,2.7,0.3,5.300000000000001,1.06,0.5,1.7666666666666668,0.2758620689655172,2019,"(0, 10]","(0, 26]"
3175,ELIJHAA PENNY,NYG,26.0,16.0,1.0,15.0,39.0,2.6,0.0,4.0,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,6.8,127,7,11.91,,3.9,0.26,2.9,0.725,0.25,1.45,0.0535433070866141,2019,"(0, 10]","(0, 26]"
3181,CJ ANDERSON,DET,28.0,2.0,0.0,16.0,43.0,2.69,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.3,36,18,3.34,,4.3,0.26875,0.0,,,,0.1194444444444444,2019,,"(0, 26]"
3187,PAUL PERKINS,DET,25.0,4.0,0.0,12.0,29.0,2.42,0.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,24,6,2.22,,2.9000000000000004,0.2416666666666667,1.9,1.9,0.25,1.9,0.1999999999999999,2019,"(0, 10]","(0, 26]"
3188,JAY AJAYI,PHI,26.0,3.0,0.0,10.0,30.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21,7,1.8,,3.0,0.3,0.0,0.0,0.3333333333333333,,0.1428571428571428,2019,"(0, 10]","(0, 26]"
3193,DALYN DAWKINS,TEN,25.0,2.0,0.0,11.0,26.0,2.36,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.6,19,9,1.92,,2.6,0.2363636363636363,0.0,0.0,0.5,,0.1368421052631579,2019,"(0, 10]","(0, 26]"
3212,TYLER ERVIN,2TM,26.0,10.0,0.0,1.0,10.0,10.0,0.0,4.0,2.0,11.0,5.5,0.0,2.0,0.0,0.0,0.0,0.0,4.1,4,0,0.37,,1.0,1.0,3.1,0.775,0.4,1.55,1.025,2019,"(0, 10]","(0, 26]"
3219,SAMAJE PERINE,2TM,24.0,7.0,0.0,5.0,16.0,3.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.6,6,0,0.56,,1.6,0.32,0.0,,,,0.2666666666666666,2019,,"(0, 26]"
3222,ZACH ZENNER,3TM,28.0,5.0,0.0,3.0,-2.0,-0.67,0.0,3.0,2.0,19.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,7,1,0.66,,-0.2,-0.0666666666666666,3.9,1.3,0.6,1.95,0.5285714285714286,2019,"(0, 10]","(0, 26]"
3223,JOSH ADAMS,NYJ,23.0,3.0,0.0,8.0,12.0,1.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12,4,1.18,,1.2000000000000002,0.15,0.0,,,,0.0999999999999999,2019,,"(0, 26]"
3225,TONY BROOKS-JAMES,PIT,25.0,3.0,0.0,8.0,7.0,0.88,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,14,4,1.4,,0.7000000000000001,0.0875,0.0,,,,0.0499999999999999,2019,,"(0, 26]"
3228,JOSH FERGUSON,WAS,26.0,2.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3,1,0.32,,0.9,0.3,0.0,,,,0.3,2019,,"(0, 26]"
3232,DAMIEN HARRIS,NWE,22.0,2.0,0.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5,2,0.44,,1.2000000000000002,0.3,0.0,,,,0.24,2019,,"(0, 26]"
3237,JOHN KELLY,LAR,23.0,4.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3,0,0.27,,0.9,0.3,0.0,,,,0.3,2019,,"(0, 26]"
3241,RYAN NALL,CHI,24.0,8.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8,1,0.75,,0.8,0.4,0.0,,,,0.1,2019,,"(0, 26]"
3244,JORDAN SCARLETT,CAR,23.0,9.0,0.0,4.0,9.0,2.25,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9,8,0,0.72,,0.9,0.225,0.0,,,,0.1125,2019,,"(0, 26]"
3249,DE'ANTHONY THOMAS,2TM,26.0,14.0,0.0,2.0,5.0,2.5,0.0,2.0,1.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,2.1,20,1,1.9,,0.5,0.25,1.6,0.8,0.1428571428571428,1.6,0.105,2019,"(0, 10]","(0, 26]"
3253,DE'LANCE TURNER,MIA,24.0,8.0,0.0,4.0,6.0,1.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5,0,0.46,,0.6000000000000001,0.15,0.0,,,,0.12,2019,,"(0, 26]"
3255,DEXTER WILLIAMS,GNB,22.0,4.0,0.0,5.0,11.0,2.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.1,10,2,0.93,,1.1,0.22,0.0,,,,0.11,2019,,"(0, 26]"
3264,ALFRED MORRIS,ARI,31.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3,3,0.29,,0.4,0.4,0.0,,,,0.1333333333333333,2019,,"(0, 26]"
3266,ROOSEVELT NIX,PIT,27.0,3.0,0.0,0.0,0.0,,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,34,11,3.41,,0.0,,2.4,0.7999999999999999,1.0,1.2,0.0705882352941176,2019,"(0, 10]",
3267,SENORISE PERRY,BUF,28.0,11.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,9,0,0.84,,0.3,0.1,1.1,1.1,0.0909090909090909,1.1,0.1555555555555555,2019,"(0, 10]","(0, 26]"
3277,COREY CLEMENT,PHI,25.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,-4.0,3,0,0.26,,0.0,,0.0,,,,-1.3333333333333333,2019,,
3278,TODD GURLEY,LAR,24.0,14.0,14.0,256.0,1251.0,4.89,17.0,81.0,59.0,580.0,9.83,4.0,1.0,1.0,21.0,3.0,0.0,372.1,825,58,84.6,,227.1,0.8871093750000001,141.0,1.7407407407407407,5.785714285714286,2.389830508474576,0.451030303030303,2018,"(80, 90]","(234, 260]"
3279,SAQUON BARKLEY,NYG,21.0,16.0,16.0,261.0,1307.0,5.01,11.0,121.0,91.0,721.0,7.92,4.0,0.0,0.0,15.0,1.0,0.0,385.8,854,53,84.5,,196.7,0.7536398467432951,187.1,1.5462809917355371,7.5625,2.0560439560439563,0.4517564402810304,2018,"(120, 130]","(260, 286]"
3280,CHRISTIAN MCCAFFREY,CAR,22.0,16.0,16.0,219.0,1098.0,5.01,7.0,124.0,107.0,867.0,8.1,6.0,4.0,1.0,13.0,0.0,0.0,385.5,965,60,97.0,6.0,151.8,0.6931506849315069,229.7,1.8524193548387096,7.75,2.1467289719626166,0.3994818652849741,2018,"(120, 130]","(208, 234]"
3281,ALVIN KAMARA,NOR,23.0,15.0,13.0,194.0,883.0,4.55,14.0,105.0,81.0,709.0,8.75,4.0,1.0,0.0,18.0,3.0,0.0,354.2,656,43,66.4,,172.3,0.8881443298969073,175.9,1.6752380952380952,7.0,2.171604938271605,0.5399390243902439,2018,"(100, 110]","(182, 208]"
3284,EZEKIEL ELLIOTT,DAL,23.0,15.0,15.0,304.0,1434.0,4.72,6.0,95.0,77.0,567.0,7.36,3.0,6.0,1.0,9.0,0.0,0.0,329.1,893,59,89.3,,179.4,0.5901315789473685,151.7,1.5968421052631578,6.333333333333333,1.97012987012987,0.3685330347144457,2018,"(90, 100]","(286, 312]"
3290,MELVIN GORDON,LAC,25.0,12.0,12.0,175.0,885.0,5.06,10.0,66.0,50.0,490.0,9.8,4.0,1.0,0.0,14.0,2.0,0.0,275.5,525,43,66.3,,148.5,0.8485714285714285,123.0,1.8636363636363635,5.5,2.46,0.5247619047619048,2018,"(60, 70]","(156, 182]"
3291,JAMES CONNER,PIT,23.0,13.0,12.0,215.0,973.0,4.53,12.0,71.0,55.0,497.0,9.04,1.0,4.0,2.0,13.0,2.0,0.0,280.0,721,55,81.8,,169.3,0.7874418604651163,110.7,1.559154929577465,5.461538461538462,2.0127272727272727,0.3883495145631068,2018,"(70, 80]","(208, 234]"
3298,KAREEM HUNT,KAN,23.0,11.0,11.0,181.0,824.0,4.55,7.0,35.0,26.0,378.0,14.54,7.0,0.0,0.0,14.0,0.0,0.0,230.2,505,45,70.6,,124.4,0.6872928176795581,105.8,3.022857142857143,3.1818181818181817,4.06923076923077,0.4558415841584158,2018,"(30, 40]","(156, 182]"
3301,JOE MIXON,CIN,22.0,14.0,13.0,237.0,1168.0,4.93,8.0,55.0,43.0,296.0,6.88,1.0,0.0,0.0,9.0,0.0,0.0,243.4,595,42,56.3,,164.8,0.6953586497890296,78.6,1.429090909090909,3.928571428571429,1.827906976744186,0.4090756302521008,2018,"(50, 60]","(234, 260]"
3302,DAVID JOHNSON,ARI,27.0,16.0,16.0,258.0,940.0,3.64,7.0,76.0,50.0,446.0,8.92,3.0,3.0,2.0,10.0,1.0,0.0,246.6,749,46,81.7,,136.0,0.5271317829457365,112.6,1.4815789473684209,4.75,2.252,0.3292389853137517,2018,"(70, 80]","(234, 260]"
3305,JAMES WHITE,NWE,26.0,16.0,3.0,94.0,425.0,4.52,5.0,123.0,87.0,751.0,8.63,7.0,0.0,0.0,12.0,0.0,0.0,276.6,600,37,59.7,,72.5,0.7712765957446809,204.1,1.6593495934959352,7.6875,2.345977011494253,0.461,2018,"(120, 130]","(78, 104]"
3306,PHILLIP LINDSAY,DEN,24.0,15.0,8.0,192.0,1037.0,5.4,9.0,47.0,35.0,241.0,6.89,1.0,0.0,0.0,10.0,0.0,0.0,222.8,453,30,44.3,,157.7,0.8213541666666666,65.1,1.3851063829787231,3.1333333333333333,1.86,0.491832229580574,2018,"(40, 50]","(182, 208]"
3307,DERRICK HENRY,TEN,24.0,16.0,12.0,215.0,1059.0,4.93,12.0,18.0,15.0,99.0,6.6,0.0,1.0,1.0,12.0,0.0,0.0,201.4,403,25,34.1,0.1866666666666666,177.9,0.8274418604651163,24.9,1.3833333333333333,1.125,1.66,0.4997518610421836,2018,"(10, 20]","(208, 234]"
3309,CHRIS CARSON,SEA,24.0,14.0,14.0,247.0,1151.0,4.66,9.0,24.0,20.0,163.0,8.15,0.0,3.0,2.0,9.0,0.0,0.0,201.4,452,32,37.1,,169.10000000000002,0.6846153846153847,36.3,1.5125,1.7142857142857142,1.815,0.445575221238938,2018,"(20, 30]","(234, 260]"
3317,NICK CHUBB,CLE,23.0,16.0,9.0,192.0,996.0,5.19,8.0,29.0,20.0,149.0,7.45,2.0,0.0,0.0,10.0,0.0,0.0,194.5,395,24,29.7,,147.60000000000002,0.7687500000000002,46.9,1.6172413793103448,1.8125,2.345,0.4924050632911392,2018,"(20, 30]","(182, 208]"
3318,ADRIAN PETERSON,WAS,33.0,16.0,16.0,251.0,1042.0,4.15,7.0,26.0,20.0,208.0,10.4,1.0,3.0,2.0,8.0,0.0,0.0,189.0,481,30,48.6,,146.2,0.5824701195219123,46.8,1.7999999999999998,1.625,2.34,0.3929313929313929,2018,"(20, 30]","(234, 260]"
3320,TARIK COHEN,CHI,23.0,16.0,7.0,99.0,444.0,4.48,3.0,91.0,71.0,725.0,10.21,5.0,7.0,3.0,8.0,0.0,0.0,233.9,495,30,45.7,4.04,62.400000000000006,0.6303030303030304,173.5,1.9065934065934067,5.6875,2.443661971830986,0.4725252525252525,2018,"(90, 100]","(78, 104]"
3322,TEVIN COLEMAN,ATL,25.0,16.0,14.0,167.0,800.0,4.79,4.0,44.0,32.0,276.0,8.63,5.0,2.0,0.0,9.0,0.0,0.0,193.6,581,36,57.7,,104.0,0.6227544910179641,89.6,2.036363636363636,2.75,2.8,0.3332185886402753,2018,"(40, 50]","(156, 182]"
3323,MARLON MACK,IND,22.0,12.0,10.0,195.0,908.0,4.66,9.0,26.0,17.0,103.0,6.06,1.0,2.0,2.0,10.0,2.0,0.0,178.1,443,36,30.4,,144.8,0.7425641025641027,33.3,1.2807692307692309,2.1666666666666665,1.9588235294117649,0.4020316027088036,2018,"(20, 30]","(182, 208]"
3326,JORDAN HOWARD,CHI,24.0,16.0,15.0,250.0,935.0,3.74,9.0,26.0,20.0,145.0,7.25,0.0,2.0,1.0,9.0,0.0,0.0,180.0,624,39,59.8,,147.5,0.59,34.5,1.3269230769230769,1.625,1.725,0.2884615384615384,2018,"(20, 30]","(234, 260]"
3330,KENYAN DRAKE,MIA,24.0,16.0,7.0,120.0,535.0,4.46,4.0,73.0,53.0,477.0,9.0,5.0,2.0,1.0,9.0,0.0,0.0,206.2,545,34,58.1,,77.5,0.6458333333333334,130.7,1.7904109589041095,4.5625,2.4660377358490564,0.378348623853211,2018,"(70, 80]","(104, 130]"
3336,LAMAR MILLER,HOU,27.0,14.0,14.0,210.0,973.0,4.63,5.0,35.0,25.0,163.0,6.52,1.0,1.0,1.0,6.0,0.0,0.0,172.6,619,44,60.1,,127.3,0.6061904761904763,47.3,1.3514285714285714,2.5,1.892,0.2788368336025848,2018,"(30, 40]","(208, 234]"
3337,AARON JONES,GNB,24.0,12.0,8.0,133.0,728.0,5.47,8.0,35.0,26.0,206.0,7.92,1.0,1.0,1.0,9.0,0.0,0.0,171.4,376,31,40.1,,120.8,0.9082706766917292,52.6,1.502857142857143,2.9166666666666665,2.023076923076923,0.4558510638297872,2018,"(30, 40]","(130, 156]"
3347,MATT BREIDA,SFO,23.0,14.0,13.0,153.0,814.0,5.32,3.0,31.0,27.0,261.0,9.67,2.0,1.0,1.0,5.0,0.0,0.0,162.5,365,26,41.3,,99.4,0.6496732026143791,65.1,2.1,2.2142857142857144,2.411111111111111,0.4452054794520548,2018,"(30, 40]","(130, 156]"
3372,SONY MICHEL,NWE,23.0,13.0,8.0,209.0,931.0,4.45,6.0,11.0,7.0,50.0,7.14,0.0,1.0,1.0,6.0,0.0,0.0,139.1,322,24,24.6,,129.10000000000002,0.6177033492822968,12.0,1.0909090909090908,0.8461538461538461,1.7142857142857142,0.4319875776397515,2018,"(10, 20]","(208, 234]"
3373,PEYTON BARBER,TAM,24.0,16.0,16.0,234.0,871.0,3.72,5.0,29.0,20.0,92.0,4.6,1.0,1.0,1.0,6.0,0.0,0.0,150.3,616,38,54.4,,117.1,0.5004273504273504,35.2,1.213793103448276,1.8125,1.7600000000000002,0.2439935064935065,2018,"(20, 30]","(208, 234]"
3374,AUSTIN EKELER,LAC,23.0,14.0,3.0,106.0,554.0,5.23,3.0,53.0,39.0,404.0,10.36,3.0,1.0,1.0,6.0,0.0,0.0,168.8,348,24,36.0,,73.4,0.6924528301886793,97.4,1.837735849056604,3.7857142857142856,2.497435897435897,0.4850574712643678,2018,"(50, 60]","(104, 130]"
3376,MARK INGRAM,NOR,29.0,12.0,6.0,138.0,645.0,4.67,6.0,27.0,21.0,170.0,8.1,1.0,3.0,1.0,7.0,0.0,0.0,142.5,350,29,29.1,,100.5,0.7282608695652174,44.0,1.6296296296296295,2.25,2.095238095238096,0.4071428571428571,2018,"(20, 30]","(130, 156]"
3377,ISAIAH CROWELL,NYJ,25.0,13.0,6.0,143.0,685.0,4.79,6.0,28.0,21.0,152.0,7.24,0.0,0.0,0.0,6.0,0.0,0.0,140.7,333,25,41.3,,104.5,0.7307692307692307,36.2,1.292857142857143,2.1538461538461537,1.723809523809524,0.4225225225225225,2018,"(20, 30]","(130, 156]"
3378,TJ YELDON,JAX,25.0,14.0,5.0,104.0,414.0,3.98,1.0,78.0,55.0,487.0,8.85,4.0,1.0,1.0,5.0,0.0,0.0,173.1,507,36,59.3,,47.400000000000006,0.4557692307692308,127.7,1.6371794871794871,5.571428571428571,2.321818181818182,0.3414201183431952,2018,"(70, 80]","(78, 104]"
3385,DALVIN COOK,MIN,23.0,11.0,10.0,133.0,615.0,4.62,2.0,49.0,40.0,305.0,7.63,2.0,2.0,2.0,4.0,0.0,0.0,152.0,490,44,34.0,,73.5,0.5526315789473685,82.5,1.683673469387755,4.454545454545454,2.0625,0.310204081632653,2018,"(40, 50]","(130, 156]"
3387,LATAVIUS MURRAY,MIN,28.0,16.0,6.0,140.0,578.0,4.13,6.0,26.0,22.0,141.0,6.41,0.0,0.0,0.0,6.0,1.0,0.0,131.9,461,28,53.0,,93.8,0.67,36.1,1.3884615384615384,1.625,1.6409090909090909,0.286117136659436,2018,"(20, 30]","(130, 156]"
3390,KERRYON JOHNSON,DET,21.0,10.0,7.0,118.0,641.0,5.43,3.0,39.0,32.0,213.0,6.66,1.0,1.0,1.0,4.0,0.0,0.0,139.4,347,34,47.0,,82.10000000000001,0.6957627118644069,59.3,1.5205128205128204,3.9,1.853125,0.401729106628242,2018,"(30, 40]","(104, 130]"
3394,DION LEWIS,TEN,28.0,16.0,7.0,155.0,517.0,3.34,1.0,67.0,59.0,400.0,6.78,1.0,1.0,1.0,2.0,0.0,0.0,160.7,599,37,67.4,,57.7,0.372258064516129,105.0,1.5671641791044777,4.1875,1.7796610169491525,0.2682804674457429,2018,"(60, 70]","(130, 156]"
3395,DOUG MARTIN,OAK,29.0,16.0,9.0,172.0,723.0,4.2,4.0,24.0,18.0,116.0,6.44,0.0,3.0,3.0,4.0,0.0,0.0,119.9,362,22,25.9,,96.3,0.5598837209302325,29.6,1.2333333333333334,1.5,1.6444444444444446,0.3312154696132597,2018,"(20, 30]","(156, 182]"
3398,LEONARD FOURNETTE,JAX,23.0,8.0,8.0,133.0,439.0,3.3,5.0,26.0,22.0,185.0,8.41,1.0,0.0,0.0,6.0,0.0,0.0,120.4,280,35,20.0,,73.9,0.5556390977443609,46.5,1.7884615384615383,3.25,2.113636363636364,0.43,2018,"(20, 30]","(130, 156]"
3400,NYHEIM HINES,IND,22.0,16.0,4.0,85.0,314.0,3.69,2.0,81.0,63.0,425.0,6.75,2.0,1.0,0.0,4.0,0.0,0.0,160.9,499,31,46.4,,43.400000000000006,0.5105882352941177,117.5,1.4506172839506173,5.0625,1.865079365079365,0.3224448897795591,2018,"(80, 90]","(78, 104]"
3407,ALEX COLLINS,BAL,24.0,10.0,10.0,114.0,411.0,3.61,7.0,21.0,15.0,105.0,7.0,1.0,3.0,3.0,8.0,0.0,0.0,108.6,311,31,37.8,,83.1,0.7289473684210526,31.5,1.5,2.1,2.1,0.3491961414790996,2018,"(20, 30]","(104, 130]"
3410,LESEAN MCCOY,BUF,30.0,14.0,13.0,161.0,514.0,3.19,3.0,46.0,34.0,238.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,127.2,489,34,50.6,,69.4,0.431055900621118,57.8,1.2565217391304346,3.2857142857142856,1.7,0.260122699386503,2018,"(40, 50]","(156, 182]"
3412,FRANK GORE,MIA,35.0,14.0,14.0,156.0,722.0,4.63,0.0,16.0,12.0,124.0,10.33,1.0,1.0,0.0,1.0,0.0,0.0,102.6,331,23,42.6,,72.2,0.4628205128205128,30.4,1.9,1.1428571428571428,2.533333333333333,0.3099697885196374,2018,"(10, 20]","(130, 156]"
3414,JALEN RICHARD,OAK,25.0,16.0,1.0,55.0,259.0,4.71,1.0,81.0,68.0,607.0,8.93,0.0,3.0,2.0,1.0,0.0,0.0,156.6,412,25,38.9,,31.9,0.5800000000000001,128.7,1.5888888888888888,5.0625,1.8926470588235291,0.3800970873786408,2018,"(80, 90]","(52, 78]"
3415,WENDELL SMALLWOOD,PHI,24.0,16.0,6.0,87.0,364.0,4.18,3.0,35.0,28.0,230.0,8.21,2.0,2.0,1.0,5.0,1.0,0.0,117.4,323,20,34.1,,54.4,0.6252873563218391,63.0,1.8,2.1875,2.25,0.3634674922600619,2018,"(30, 40]","(78, 104]"
3416,GUS EDWARDS,BAL,23.0,11.0,6.0,137.0,718.0,5.24,2.0,2.0,2.0,20.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,89.8,287,26,15.0,,83.8,0.6116788321167883,4.0,2.0,0.1818181818181818,2.0,0.3128919860627178,2018,"(0, 10]","(130, 156]"
3417,CARLOS HYDE,2TM,28.0,14.0,7.0,172.0,571.0,3.32,5.0,16.0,10.0,33.0,3.3,0.0,2.0,1.0,5.0,0.0,0.0,98.4,386,27,40.6,,87.1,0.5063953488372093,13.3,0.83125,1.1428571428571428,1.33,0.2549222797927461,2018,"(10, 20]","(156, 182]"
3418,ROYCE FREEMAN,DEN,22.0,14.0,8.0,130.0,521.0,4.01,5.0,20.0,14.0,72.0,5.14,0.0,1.0,1.0,5.0,0.0,0.0,101.3,308,22,26.5,,82.1,0.6315384615384615,21.2,1.06,1.4285714285714286,1.5142857142857142,0.3288961038961039,2018,"(10, 20]","(104, 130]"
3420,JAMAAL WILLIAMS,GNB,23.0,16.0,8.0,121.0,464.0,3.83,3.0,41.0,27.0,210.0,7.78,0.0,0.0,0.0,3.0,1.0,0.0,114.4,523,32,38.5,,64.4,0.5322314049586777,48.0,1.170731707317073,2.5625,1.7777777777777777,0.2187380497131931,2018,"(40, 50]","(104, 130]"
3424,DUKE JOHNSON,CLE,25.0,16.0,2.0,40.0,201.0,5.03,0.0,62.0,47.0,429.0,9.13,3.0,1.0,0.0,3.0,2.0,0.0,132.0,459,28,41.4,,20.1,0.5025000000000001,107.9,1.7403225806451614,3.875,2.295744680851064,0.2875816993464052,2018,"(60, 70]","(26, 52]"
3433,LEGARRETTE BLOUNT,DET,32.0,16.0,8.0,154.0,418.0,2.71,5.0,15.0,10.0,67.0,6.7,0.0,2.0,1.0,5.0,0.0,0.0,86.5,282,17,24.6,,71.80000000000001,0.4662337662337663,16.7,1.1133333333333333,0.9375,1.67,0.3067375886524823,2018,"(10, 20]","(130, 156]"
3434,ALFRED BLUE,HOU,27.0,16.0,2.0,150.0,499.0,3.33,2.0,27.0,20.0,154.0,7.7,0.0,0.0,0.0,2.0,0.0,0.0,97.3,461,28,41.3,,61.900000000000006,0.4126666666666667,35.4,1.3111111111111111,1.6875,1.77,0.2110629067245119,2018,"(20, 30]","(130, 156]"
3438,DAMIEN WILLIAMS,KAN,26.0,16.0,3.0,50.0,256.0,5.12,4.0,24.0,23.0,160.0,6.96,2.0,1.0,1.0,6.0,0.0,0.0,98.6,205,14,4.5,,49.6,0.992,51.0,2.125,1.5,2.217391304347826,0.4809756097560975,2018,"(20, 30]","(26, 52]"
3439,JOSH ADAMS,PHI,22.0,14.0,5.0,120.0,511.0,4.26,3.0,13.0,7.0,58.0,8.29,0.0,1.0,1.0,3.0,1.0,0.0,81.9,251,19,16.3,,69.1,0.5758333333333333,12.8,0.9846153846153848,0.9285714285714286,1.8285714285714287,0.3262948207171315,2018,"(10, 20]","(104, 130]"
3453,ITO SMITH,ATL,23.0,14.0,0.0,90.0,315.0,3.5,4.0,32.0,27.0,152.0,5.63,0.0,1.0,0.0,4.0,0.0,0.0,97.7,310,22,30.2,,55.5,0.6166666666666667,42.2,1.31875,2.2857142857142856,1.562962962962963,0.3151612903225806,2018,"(30, 40]","(78, 104]"
