NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Total,Avg,TM SNAP %,TD
Mike Gillislee,RB,NO,,7,9,4,5,,,,,,,,,,,,,,25,6,3.4,0
Mike Glennon,QB,ARI,,,,,,,,,,,,,,,,17,9,,26,13,0,0
Marquise Goodwin,WR,SF,3,17,,42,37,,54,55,61,40,61,,,,24,7,38,,436,39,50.3,4
Maurice Harris,WR,WAS,,,,9,,49,44,36,56,60,38,41,36,28,35,30,,,462,38,50,0
Marcus Johnson,WR,IND,,,5,2,19,35,34,,,,,,,,,,,,95,19,12.3,1
Marvin Jones Jr.,WR,DET,1,62,77,67,50,58,,56,57,63,48,,,,,,,,538,59,72.8,5
Matt Lengel,TE,CIN,,,,,,,,5,11,,,6,10,15,,40,,,87,14,4.7,1
Marshawn Lynch,RB,OAK,,27,41,42,50,21,30,,,,,,,,,,,,211,35,29.5,0
Marcus Mariota,QB,TEN,2,36,,53,71,54,44,71,,70,65,35,55,67,60,67,27,,775,55,79.5,0
Marcus Murphy,RB,BUF,,23,23,16,,,,18,1,24,24,,2,6,40,19,,,196,17,18.2,0
Michael Roberts,TE,DET,4,14,7,,,,,19,18,36,33,,23,,9,,,,159,19,20.3,3
Mark Sanchez,QB,WAS,,,,,,,,,,,,,,32,33,,,,65,32,0,0
Matt Schaub,QB,ATL,,,1,,,9,,,,,,,,,,3,,,13,4,1.3,0
Mason Schreck,TE,CIN,4,,,,,12,7,2,,,,,,,,,,,21,3,3.1,0
Mike Thomas,WR,LAR,8,,,,,,,,,,,,,,,,,,0,0,0,0
Malik Turner,WR,SEA,8,,,,,,,,,3,,9,6,14,,4,,,43,7,2.5,0
Mike Wallace,WR,PHI,,66,7,,,,,,,,,,,,,,,,73,36,9.8,0
Mark Walton,RB,CIN,,,,7,28,12,19,14,10,,2,,,1,,,,,93,6,13.4,0
Markus Wheaton,WR,PHI,,2,,,,,,,,,,,,,,,,,2,2,0.3,0
Nick Deluca,TE,JAX,5,,,,,,,,,,,,,,,,,,0,0,0,0
Niles Paul,TE,JAX,,17,9,11,28,35,3,,,,,,,,,,,,103,17,13.8,0
Nathan Peterman,QB,BUF,3,32,,,,,24,,2,90,,,,,,,,,148,37,20.6,0
Neal Sterling,WR,NYJ,10,40,10,,,,36,32,11,,,,,,,,,,129,25,18.8,0
Nick Williams,WR,LAR,,,,,30,19,,10,10,,,,,,,,,,69,17,9.2,0
Odell Beckham Jr.,WR,NYG,1,68,66,59,59,52,63,61,67,,56,46,53,66,,,,,716,59,93.9,6
Orson Charles,TE,CLE,,8,18,21,26,7,5,9,14,17,14,,24,6,5,,,,174,13,20.7,0
O.J. Howard,TE,TB,3,43,46,49,15,,34,63,53,37,45,51,,,,,,,436,43,55.2,5
Pharoh Cooper,WR,ARI,,,,,,,,,,,,,,5,,1,3,,9,1,0,0
Pierre Garcon,WR,SF,,53,48,52,48,62,45,32,,37,,,,,,,,,377,47,51.7,1
Phillip Lindsay,RB,DEN,,26,28,11,24,29,20,35,41,38,,32,36,25,48,39,21,,453,30,44.3,1
Paul Richardson,WR,WAS,,61,68,45,,42,52,,46,54,,,,,,,,,368,52,49.9,2
Quincy Enunwa,WR,NYJ,,40,52,53,52,48,15,,,48,54,,60,59,44,,,,525,47,61.4,1
Quadree Henderson,WR,NYG,,,,,,,,,,,,,,,,,,,0,0,0,0
Rhett Ellison,TE,NYG,,29,24,54,54,55,,32,28,,33,40,55,68,33,28,25,,558,39,58.4,1
Ryan Fitzpatrick,QB,TB,,66,58,74,28,,,,25,67,69,41,,,,,,,428,53,54.2,0
Rashad Greene,WR,JAX,,,,,,,,18,11,,8,,14,16,12,10,18,,107,13,6.9,0
Robert Griffin III,QB,BAL,,,,,,,,,,,,1,,16,4,,,,21,7,0.1,0
Rob Kelley,RB,WAS,,8,1,,,,,,,,,,,,,,,,9,4,1.2,0
Rishard Matthews,WR,NYJ,,36,28,31,,,,,19,,23,,,,3,13,,,153,19,19.9,0
Riley McCarron,WR,NE,,15,,,,,,,,,,,,,,,,,15,15,2,0
Raheem Mostert,RB,SF,1,1,,3,1,13,23,22,12,14,,,,,,,,,89,9,12.2,0
Ricky Seals-Jones,TE,ARI,,49,44,42,39,34,39,29,48,,46,21,19,22,44,57,5,,538,35,65.8,1
Russell Shepard,WR,NYG,,3,6,1,51,32,,,2,,1,7,13,7,26,34,,,183,15,16.8,2
Rod Streater,WR,CLE,,,,,5,18,,,,,,,,,,,,,23,7,2.9,0
Roc Thomas,RB,MIN,8,,,,4,14,5,3,3,,,,,,,,,,29,5,3.9,0
Robert Turbin,RB,IND,,,,,,9,13,,,,,,,,,,,,22,11,2.8,0
Saeed Blacknall,WR,OAK,,,,,,,,,,,,16,,,,,,,16,16,2.2,0
Sam Bradford,QB,ARI,,53,45,37,,,,,,,,,,,,,,,135,45,21.7,0
Sammie Coates,WR,HOU,9,6,,,28,,1,,,,,1,,1,,,,,37,3,5.2,0
Stacy Coley,WR,NYG,14,6,13,,,,,,,,,,,,,,,,19,6,2.7,0
Shelton Gibson,WR,PHI,,4,35,1,3,9,4,2,2,,1,,,3,,,2,,66,4,8.2,0
Senorise Perry,RB,MIA,,,,,,,,,,,,,,,,,,,0,0,0,0
Stevan Ridley,RB,PIT,,,3,5,,12,6,,6,,10,,,,8,6,5,,61,6,5.4,0
Spencer Ware,RB,KC,,9,6,18,24,8,16,22,9,14,20,11,,49,41,,,,247,19,22,0
Sammy Watkins,WR,KC,,51,48,68,12,60,54,60,55,49,,5,,,,,,,462,46,64.6,3
Shaun Wilson,RB,TB,,2,3,3,,,,,,4,10,,,,,,,,22,4,2.8,0
Tyler Boyd,WR,CIN,2,48,58,51,62,45,57,58,60,,41,52,72,66,64,39,,,773,55,88,7
Tra Carson,RB,GB,,3,2,,,,,,,,,,,,,,,,5,0,0.7,0
Trevor Davis,WR,GB,,,,,,,,,,,,,,,,,,,0,0,0,0
Trey Edmunds,RB,PIT,,,,,,,,,,,,,,,,,,,0,0,,0
Tyler Eifert,TE,CIN,,22,49,42,19,,,,,,,,,,,,,,132,33,19.2,1
Tyler Ervin,RB,HOU,,7,,,,3,,22,35,10,,,,,,,,,77,8,11.2,0
Ted Ginn Jr.,WR,NO,,50,30,52,38,,,,,,,,,,,,27,,197,39,22.9,2
Todd Gurley II,RB,LAR,,59,49,64,53,66,58,36,70,54,58,68,,65,62,63,,,825,58,84.6,4
Taylor Heinicke,QB,CAR,2,,,,,,,,3,,3,1,,1,1,,82,,91,15,1,0
Temarrick Hemingway,TE,DEN,,,,,,,,,,,,,,,,1,3,,4,0,,0
Taiwan Jones,RB,BUF,,,,,1,1,,,,,,,,,,,,,2,0,0.3,0
Tyler Kroft,TE,CIN,4,17,34,21,20,24,,,,,,,,,,,,,116,23,16.9,0
Tony Lippett,WR,NYG,,,,,,,,,,,,,,,,,,,0,0,0,0
T.J. Logan,RB,ARI,,,,,,,,,1,,3,1,2,3,1,10,,,21,2,1.1,0
Tanner McEvoy,WR,MIA,,,,,,,,,,,,,,,,,,,0,0,0,0
Terrelle Pryor,WR,BUF,,24,44,44,2,13,44,,,75,31,,,,,,,,277,34,38.5,2
Trey Quinn,WR,WAS,,8,,,,,,,,,,53,46,,,,,,107,35,14.5,1
Thomas Rawls,RB,CIN,,,,,,2,,,,,,,,,,,,,2,2,0.3,0
Tyrone Swoopes,TE,SEA,,,,,,,26,,,,,,,,,,,,26,26,3.6,0
Tyrod Taylor,QB,CLE,2,89,62,31,,,,,,3,,,,,,,,,185,46,23.5,0
Tim White,WR,BAL,,,,,2,,,,,,,,,,,,,,2,0,0.2,0
Terrance Williams,WR,DAL,,19,10,10,,,,,,,,,,,,,,,39,13,5.5,0
T.J. Yeldon,RB,JAX,,39,41,38,48,77,31,56,37,,27,23,24,35,13,18,,,507,36,59.3,4
Vernon Davis,TE,WAS,,47,26,37,,26,36,27,33,32,27,28,26,23,49,30,,,447,31,46.7,2
Will Dissly,TE,SEA,2,33,47,39,8,,,,,,,,,,,,,,127,31,17.5,2
William Fuller V,WR,HOU,,,55,68,27,77,52,52,44,,,,,,,,,,375,53,54.7,4}
