NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Total,Avg,TM SNAP %,TD
John Kelly,RB,CLE,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jordan Mason,RB,SF,2,58,57,53,47,41,18,54,11,,3,2,9,25,,,,,,378,31,49.7,3
Jordan Matthews,TE,CAR,4,20,4,,,,,,,2,,,,,,,,,,26,6,11.8,0
Jase McClellan,RB,ATL,3,,,,,,,6,,,,13,,,,,,,,19,9,2.2,0
James Mitchell,TE,DET,3,,,,,,,,,,,25,,,,,,,,25,25,31.6,0
Joshua Palmer,WR,LAC,1,46,30,,44,,43,39,51,35,31,51,57,29,52,39,39,30,,616,41,57.7,1
Jaret Patterson,RB,LAC,4,,,,,,,,,,,,,,,,,,,0,0,0,0
Jaret Patterson,RB,LAC,4,,,,,,,,,,,,,,,,,,,0,0,0,0
Ja'Lynn Polk,WR,NE,2,35,41,26,53,60,43,34,,9,26,31,23,20,,20,3,12,,436,29,42.4,2
Jalen Reagor,WR,LAC,2,,,,,,,15,20,19,18,13,21,13,19,,,,,138,17,28.2,0
Justyn Ross,WR,KC,7,,,,,,,,,,,,,,,,,,,0,7,9.2,0
John Ross,WR,PHI,,,,,12,,,,,,,,,,,,,,,12,12,21.1,0
John Samuel Shenker,TE,OAK,,,,,5,10,8,14,23,,,,,,,,1,4,,65,8,12.2,0
Justin Shorter,TE,OAK,3,,,,,,,3,2,4,,9,4,1,,,,3,,26,2,3.5,0
Jack Stoll,TE,MIA,,,,13,22,,39,44,35,31,17,,,,,,1,1,,203,18,20.1,0
J.J. Taylor,RB,HOU,3,,,10,16,,,,,6,1,,,,,,,,,33,6,9.2,0
Jalen Virgil,WR,BUF,6,,,,,,,,11,3,4,3,,15,1,,,,,37,5,7.9,0
Jonathan Ward,RB,PIT,5,,,,,3,6,,1,,,,,,,,,,,10,2,2.1,0
Justin Watson,WR,KC,2,,,,,,,,,,,,,,,,,,,0,40,59.8,2
Jared Wayne,WR,HOU,2,,,,,,,,,,,,,16,,,8,16,,40,13,22.5,0
Jared Wiley,TE,KC,3,,,,,,,,,,,,,,,,,,,0,13,19.5,0
Jameis Winston,QB,CLE,,,,,,,,,,,,,,,,,,,,0,42,42.7,14
Kyle Allen,QB,PIT,,,,,,2,,,,,,,,,,,,,,2,2,0.2,0
Kirk Cousins,QB,ATL,2,56,,61,56,87,70,66,62,57,78,46,,81,74,58,,,,852,65,79.9,18
Kareem Hunt,RB,KC,,,,,,,,,,,,,,,,,,,,0,36,49.9,7
Kareem Hunt,RB,KC,,,,,,,,,,,,,,,,,,,,0,36,49.9,7
Keaontay Ingram,RB,KC,3,,,,,,,,,,,,,,,,,,,0,0,0,0
Kameron Johnson,WR,TB,3,11,,,25,4,,,,,,,,,,,,7,,47,9,9,0
Kendre Miller,RB,NO,2,,,,,,,20,10,,,,,,18,26,22,8,,104,17,20.1,1
Kene Nwangwu,RB,NYJ,,,,,,,,,,,,,,,1,,,,,1,0,0.7,1
K.J. Osborn,WR,WAS,,40,51,39,42,,,22,9,,29,,,,,,,19,,251,31,22,1
Kenny Pickett,QB,PHI,1,,,,,,,12,,,14,,2,,,,62,44,,134,26,11.6,3
Khalil Shakir,WR,BUF,1,33,31,35,35,,26,38,44,35,53,52,,29,47,41,44,43,,586,39,53.9,4
Kadarius Toney,WR,CLE,,,,,,,,,,,,6,,6,5,,,,,17,5,7.4,0
Kyle Trask,QB,TB,,2,,,,,,,,,,,,2,,4,,11,,19,4,1.7,0
Ke'Shawn Vaughn,RB,SF,,,,,,,,,,,,,,,3,,,,,3,1,1.7,0
Kenneth Walker III,RB,SEA,1,44,,,53,39,54,28,28,61,,44,41,39,,,38,,,469,42,47.2,8
Kristian Wilkerson,WR,OAK,4,,,,,,27,18,,,,,,,,,,,,45,15,21.5,1
Kyren Williams,RB,LAR,1,71,41,52,48,67,,49,64,76,65,42,58,38,64,56,43,54,,888,55,81.5,16
Laviska Shenault Jr.,WR,LAC,,7,3,9,1,5,7,,7,3,,1,,2,,7,,,,52,4,6.1,1
Laquon Treadwell,WR,IND,7,,,,,,,,,,,,,7,,,,,,7,3,5.6,0
Maurice Alexander,WR,DET,5,,,,,,,,,,,,,,,,,,,0,0,0,0
Marquise Brown,WR,KC,1,,,,,,,,,,,,,,,,20,25,,45,22,20.1,0
Marquez Callaway,WR,TB,7,,,,,,,,,3,2,,,,,,,,,5,2,4.3,0
Malachi Corley,WR,NYJ,2,1,1,,,,,,6,6,16,12,,41,,,,,,83,9,7.8,0
Myles Gaskin,RB,MIN,,2,,,,5,,,,,,,,,,,,,,7,1,1.7,0
Mecole Hardman,WR,KC,,,1,3,10,8,,21,21,15,11,13,4,8,,,,,,115,9,13.8,1
MarShawn Lloyd,RB,GB,4,,10,,,,,,,,,,,,,,,,,10,10,7.3,0
Matthew Stafford,QB,LAR,1,78,52,58,61,78,,55,72,77,70,52,64,56,77,65,52,57,,1024,64,93.9,20
Mason Tipton,WR,NO,2,17,15,18,29,19,29,58,56,60,29,,,,,,28,,,358,32,32.9,0
Montrell Washington,WR,KC,6,,,,,,,,5,,,,,,,,,,,5,5,6.9,0
Mitchell Wilcox,TE,NE,,,,,,,,,,,1,,,,,,,,,1,0,0.5,0
Michael Wilson,WR,ARI,1,49,45,53,50,42,55,44,46,41,39,,48,67,59,52,40,69,,799,49,72.9,4
Michael Woods II,WR,CLE,2,,,,,,,,,,,,,66,63,62,45,68,,304,60,71.7,0
Nelson Agholor,WR,BAL,,30,36,38,29,37,32,28,30,19,31,24,29,40,,17,,,,420,30,37.8,2
Noah Brown,WR,WAS,,,20,13,48,,38,42,60,31,57,51,51,38,,,,,,449,40,51.3,1
Nick Chubb,RB,CLE,,,,,,,,30,42,28,,22,38,29,26,21,,,,236,29,40.5,4
Nikola Kalinic,TE,LAR,,,,,,,,,,,,,,,,,,,,0,0,0,0
Nick Mullens,QB,MIN,2,,,2,,1,,,,,,,2,,2,,,,,7,1,0.6,0
Nick Muse,TE,MIN,4,3,,,,,,,,,,,6,8,,,,,,17,4,5.7,0
Nikko Remigio,WR,KC,1,,,,,,,,,,,,,,,,,,,0,7,12.4,0
Odell Beckham Jr.,WR,MIA,,,,,,11,,11,11,12,17,16,17,14,10,,,,,119,13,19.7,0
Parris Campbell,WR,PHI,,,,36,48,,,13,,,,,,28,,,,,,125,28,36.5,1
Princeton Fant,TE,DAL,4,,,,,,,,,,,7,,3,,1,3,,,14,1,2.2,0
Peyton Hendershot,TE,KC,,,,,,,,,,,,,,,,,,,,0,9,13.7,0
Parker Hesse,TE,DET,,9,7,13,7,,23,,,,,,,,,,,,,59,11,13.4,0
Patrick Mahomes,QB,KC,1,54,65,74,62,84,,70,72,85,68,55,74,71,69,67,74,62,,1106,69,96.3,28
Puka Nacua,WR,LAR,1,25,,,,,,,41,27,55,39,51,44,59,50,42,54,,487,44,62,4
Pierre Strong Jr.,RB,CLE,1,18,10,,,5,30,42,14,12,,7,,,7,6,13,28,,192,13,17.1,0
Ronnie Bell,WR,SF,5,13,6,30,,10,,24,15,,10,,5,,,,,,,113,12,15.9,0
Robbie Chosen,WR,MIA,,12,17,,,,,,,,,,,,,,,,,29,14,19.7,0
Romeo Doubs,WR,GB,1,58,55,46,65,,54,48,59,54,,36,37,,,48,46,54,,660,50,64.4,4
Ricky Pearsall,WR,SF,1,,,,,,,,,,,,,,,,,,,0,41,67.5,3
Rashee Rice,WR,KC,1,,,,,,,,,,,,,,,,,,,0,38,60.8,2
Rashid Shaheed,WR,NO,1,45,39,42,57,46,57,,,,,,,,,,,,,286,47,75.7,4
Rhamondre Stevenson,RB,NE,1,51,49,24,35,28,,30,54,51,45,58,29,56,,33,32,24,,599,39,54.8,8
Robert Tonyan,TE,MIN,3,,,3,7,1,,2,2,,,,,,,,,,,15,3,4.8,0
Rodney Williams,TE,PIT,,,,2,,,2,,1,,,,,,,,,,,5,0,1.3,0
Roman Wilson,WR,PIT,2,,,,,,5,,,,,,,,,,,,,5,5,1.1,0
Saquon Barkley,RB,PHI,1,61,,58,32,,49,35,50,57,35,58,50,49,44,49,61,49,,737,50,69.2,15
Stetson Bennett,QB,LAR,3,,,,,,,,,,,,,,,,,,,0,0,0,0
Stefon Diggs,WR,HOU,,61,50,57,62,59,52,52,38,,,,,,,,,,,431,53,78.1,4
Simi Fehoko,WR,LAC,,9,28,33,12,,40,61,52,9,,,,,,,,,,244,30,49.3,0
Sam Hartman,QB,WAS,3,,,,,,,,,,,,,,,,,,,0,0,0,0
Sam Howell,QB,SEA,2,,,,1,,,1,,,,,,,,24,,,,26,8,2.4,0
Sincere McCormick,RB,OAK,2,,,,,,,,,,,,8,26,41,14,,,,89,17,25.5,0
Scotty Miller,WR,PIT,,17,14,38,9,13,14,7,11,,,7,,,34,10,26,10,,210,16,18.6,0
Skyy Moore,WR,KC,2,10,5,15,13,6,,33,,,,,,,,,,,,82,13,20,0
Samaje Perine,RB,KC,3,,,,,,,,,,,,,,,,,,,0,17,25.8,2
Steven Sims,WR,BAL,,,,,2,,1,,,5,2,,,,,,,,,10,1,0.9,0
Stephen Sullivan,TE,CAR,,,,,,,,,,,,,,8,,,,,,8,8,11.4,0
Skylar Thompson,QB,MIA,1,,21,35,,,,,,,,,2,,,,,,,58,19,5.8,0
Sione Vaki,RB,DET,1,2,4,1,,,1,,1,,,10,1,,,,5,1,,26,1,2.3,0
Tyler Badie,RB,DEN,2,,3,13,5,,,,,,,,,,,,,,,21,7,11.1,0
Tyson Bagent,QB,CHI,2,,,,,3,3,,,,,,,,4,3,,,,13,3,1.1,0
Trey Benson,RB,ARI,2,8,22,2,11,,11,4,4,16,16,,9,13,10,11,,,,137,10,13.3,1
Tyler Boyd,WR,TEN,,53,50,38,32,,40,41,46,22,33,35,38,47,38,39,31,52,,635,39,58,0
Tim Boyle,QB,NYG,,,,26,,,,23,,,,,,,,36,,,,85,28,13.6,1
Treylon Burks,WR,TEN,1,44,33,26,35,,9,,,,,,,,,,,,,147,29,47.9,0
Ty Chandler,RB,MIN,1,19,19,22,8,46,,11,2,,12,1,,5,,1,,7,,153,9,13.7,0
Tanner Conner,TE,MIA,3,3,3,8,2,,,,,7,2,,,,,,,,,25,3,4.2,0
Tyrion Davis-Price,RB,PHI,3,,,,,,,,,,,,,,,,,5,,5,5,7.7,0
Tank Dell,WR,HOU,2,50,43,45,,46,49,46,53,58,51,41,47,43,,31,30,,,633,45,63.9,3
Tommy DeVito,QB,NYG,1,,,,,,,,,,,,58,,1,32,,,,91,30,8.1,0
Taylor Heinicke,QB,LAC,,,,10,,,,,,,,,,,1,1,,10,,22,5,2.1,0
Taysom Hill,QB,NO,4,21,28,,15,,,,29,35,23,33,,41,,,,,,225,28,28.7,6
Travis Homer,RB,CHI,,11,20,,,,,,,,,1,,19,7,17,,,,75,7,8.9,0
Trenton Irwin,WR,CIN,,33,35,,,,3,,16,22,12,4,,,,,,,,125,17,16.1,0
Trishton Jackson,WR,MIN,7,,5,5,,,,,,,,,,,,,,,,10,5,3.2,0
Theo Johnson,TE,NYG,1,61,44,58,49,56,70,52,70,55,69,,43,56,,,,,,683,56,84.2,1
Travis Kelce,TE,KC,1,48,59,57,54,65,,54,57,71,57,44,66,64,57,67,65,55,,940,58,81.9,3
Tom Kennedy,WR,DET,6,4,5,,,,,,,,,,,,,,4,3,,16,4,5.7,0
Trevor Lawrence,QB,JAX,1,53,60,57,58,58,59,61,57,54,,,,19,,,,,,536,53,77,14
Tyler Mabry,TE,SEA,,,,,,,,,,,,1,3,,,,,,,4,2,2.2,0
Tyreik McAllister,WR,OAK,7,,,,4,,,,,,,,,,,,,,,4,1,0.8,0
Tanner McLachlan,TE,CIN,4,,,,,,,,,,,,,,,,3,2,,5,2,0.4,0
Thomas Odukoya,TE,TEN,4,,,,,,,,,,,,,,,1,,,,1,0,0.2,0
Teagan Quitoriano,TE,HOU,,,,,,,9,13,24,14,17,19,6,,,,,,,102,14,21.8,0
Tyler Scott,WR,CHI,1,,3,2,2,3,3,,,1,,1,,,,4,1,,,20,1,1.8,0
Tyrell Shavers,WR,BUF,7,,,,,16,,,,,6,,,,,,,10,,32,10,15.6,1
Tyjae Spears,RB,TEN,2,29,22,20,27,,12,,,,25,26,,14,24,39,37,45,,320,26,29.3,5
Tua Tagovailoa,QB,MIA,1,71,55,,,,,,65,61,53,68,66,71,72,68,67,,,717,65,82.4,19
Tyrod Taylor,QB,NYJ,2,13,,,,,,,,,,,,,,,,23,,36,18,3.4,3
Tyquan Thornton,WR,NE,4,,,,,,,,,,,,,,,,,,,0,18,17.6,0
Travis Vokolek,TE,ARI,4,,,,12,,,,,,,,,,,,,,,12,12,1.1,0
Velus Jones Jr.,WR,CAR,,4,,,,,,,,,,,,,,,,3,,7,2,1,0
Will Mallory,TE,IND,2,,,,11,16,10,3,12,3,12,,,5,,18,3,,,93,9,8.6,0
Xavier Worthy,WR,KC,1,,,,,,,,,,,,,,,,,,,0,44,65.9,9
Zach Davidson,TE,BUF,1,,,,,,,,,,,11,,15,16,,,,,42,14,22,0
Zack Kuntz,TE,NYJ,2,,,,,,,,,,,,,,,1,,,,1,1,1.7,0
Zack Moss,RB,CIN,2,33,51,47,40,45,24,27,30,,,,,,,,,,,297,37,53.9,3
Zamir White,RB,OAK,1,23,40,14,35,,,11,2,7,,22,,,,,,,,154,19,18,1}
