NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Total,Avg,TM SNAP %,TD
JaMycal Hasty,RB,NE,3,,,,5,1,,,,,,,,,,,,,,6,1,0.6,0
Justin Herbert,QB,LAC,1,81,68,66,65,,73,63,69,58,72,65,66,61,31,,,,,838,64,95.8,23
J.P. Holtz,TE,NO,,,,,,,1,,,,,,,,,,,,,1,1,1.2,0
Jesper Horsted,TE,OAK,3,,,,,,,5,,1,,2,,,,,,,,8,0,0.9,0
Josh Jacobs,RB,OAK,1,47,29,59,51,54,57,43,35,47,53,47,44,,34,,,,,600,46,57.4,6
Jauan Jennings,WR,SF,1,22,27,31,,27,33,39,50,,18,20,24,29,18,23,,,,361,27,33.9,1
Jordan Matthews,TE,CAR,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jerick McKinnon,RB,KC,3,20,22,22,22,18,19,25,25,15,,24,,,30,22,,,,264,22,28,6
Jeremy McNichols,RB,SF,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jonathan Mingo,WR,CAR,1,67,59,26,,61,64,,66,70,59,56,68,69,71,60,61,53,,910,60,82.8,0
Jalen Nailor,WR,MIN,4,,1,,,,,,,,67,3,6,,17,,,,,94,15,14.5,0
Josh Pederson,TE,JAX,,,,,,,,,,,,,,,7,1,,,,8,2,3.9,0
James Robinson,RB,GB,6,,,,,,,,,,,,,4,,,,,,4,4,3.3,0
Jeremy Ruckert,TE,NYJ,3,18,5,1,25,19,23,,27,23,15,24,26,28,33,22,21,,,310,20,29.9,0
JuJu Smith-Schuster,WR,NE,1,43,44,53,26,27,,,18,23,68,,44,59,56,,,,,461,41,49,1
Jaylen Waddle,WR,MIA,1,43,46,,49,44,46,22,58,34,,58,46,37,59,41,28,,,611,43,55.6,4
Josh Whyle,TE,TEN,2,2,14,6,19,22,2,,,5,27,17,20,22,,,,,,156,14,16.6,1
Jameson Williams,WR,DET,1,,,,,28,16,33,34,,34,40,53,33,38,45,46,44,,444,37,49.5,3
Jonathan Williams,RB,WAS,,,,,,,,,,,,,,,,13,,,,13,13,9.4,0
Juwann Winfree,WR,IND,2,5,,,,,,,9,6,1,,,,,,,,,21,2,3.1,0
Kyle Allen,QB,BUF,2,,4,11,8,,2,,,,,4,,,,7,,2,,38,5,3.3,0
Keenan Allen,WR,LAC,1,74,64,59,49,,70,59,55,50,54,61,65,54,65,,,,,779,59,67.3,8
Kendrick Bourne,WR,NE,4,73,38,40,29,47,56,56,32,,,,,,,,,,,371,46,73,4
Kirk Cousins,QB,MIN,1,64,58,82,48,72,57,70,61,,,,,,,,,,,512,64,97.9,18
Kenyan Drake,RB,GB,,,,11,,1,,,,,,,,,,5,,,,17,5,6.3,0
Keaontay Ingram,RB,KC,,7,10,9,,,28,,29,22,14,,,,,,,,,119,14,14.2,0
Kearis Jackson,WR,TEN,8,,,,,,,,,,,,,,,,,,,0,0,0,0
Keith Kirkwood,WR,NO,2,22,17,17,19,17,15,14,,,,,25,17,23,25,9,16,,236,18,21.6,1
Kwamie Lassiter II,WR,CIN,,,,,,5,,,,,,,,,,,,,,5,5,6.1,0
Kenny McIntosh,RB,SEA,4,,,,,,,,,,,,,,,,,,,0,0,0,0
Kirk Merritt,WR,NO,,2,,,,,,,,,,,,,,,,,,2,2,1.4,0
Keaton Mitchell,RB,BAL,5,,,,,,,2,,14,13,24,33,,24,25,,,,135,16,22.3,2
Kene Nwangwu,RB,MIN,1,,,,,,,,,,3,,,,3,7,,,,13,1,1.8,0
Kenny Pickett,QB,PIT,2,63,54,62,49,66,,59,28,65,65,58,71,30,,,,,,670,55,62.6,7
Kadarius Toney,WR,KC,2,16,19,2,17,25,30,13,12,7,,22,,12,29,26,,,,230,17,20.4,1
Kyle Trask,QB,TB,2,,,,,,,,,,1,,2,,,,,,,3,1,0.3,0
Ke'Shawn Vaughn,RB,TB,3,,,,21,,12,18,4,5,,,,,,,,,,60,10,7.1,0
Kristian Wilkerson,WR,OAK,6,13,29,,,,,,,,,,,,,,,,,42,21,8.6,0
Kyren Williams,RB,LAR,1,53,76,55,59,47,47,,,,,,41,60,69,58,55,58,,678,56,75.9,15
Lawrence Cager,TE,NYG,3,20,,,5,,5,,,26,13,7,13,,9,3,,,,101,9,12.3,1
Lamar Jackson,QB,BAL,1,64,75,72,55,70,71,57,65,57,54,66,71,,72,70,68,53,,1040,65,92.4,29
Latavius Murray,RB,BUF,2,16,18,17,19,11,30,32,23,26,28,24,42,,25,14,7,19,,351,21,30.2,4
Laviska Shenault Jr.,WR,CAR,5,25,10,11,13,17,11,,,,,3,2,,,,,,,92,11,12.1,0
Mark Andrews,TE,BAL,1,,59,59,40,66,60,44,49,44,39,7,,,,,,,,467,46,63.9,6
Michael Bandy,WR,DEN,3,,,,,,,,,,,,,,,,,2,,2,2,1.5,0
Matt Barkley,QB,JAX,3,,,,,,,,,,,,,,,,,6,,6,6,2,0
Mike Boone,RB,HOU,4,24,,4,4,7,10,,10,19,14,9,,,,,,,,101,11,10.7,0
Marquise Brown,WR,ARI,1,52,61,58,67,52,68,61,73,47,65,58,62,36,,24,,,,784,56,79.4,4
Matt Bushman,TE,KC,,7,,,,,,,,,,,,,,,,,,7,7,10.8,0
Marquez Callaway,WR,NO,5,,,,,,,,,,,,,11,4,13,,,,28,9,15.5,0
Malik Davis,RB,DAL,4,,,,,,,,,,,,,,,,,,,0,0,0,0
Max Duggan,QB,LAC,3,,,,,,,,,,,,,,,,,,,0,0,0,0
Myles Gaskin,RB,MIN,4,,,,,,,,,,,,,,,,,,,0,0,0,0
Marquise Goodwin,WR,CLE,2,10,15,5,4,,15,18,9,8,,,,,9,7,11,11,,122,10,9.8,0
Mohamed Ibrahim,RB,DET,7,,,,,,,,,,,,,,,,,,,0,0,0,0
Mac Jones,QB,NE,2,80,74,72,40,39,57,60,53,64,61,,35,,,,,,,635,57,60.4,10
Marvin Jones Jr.,WR,DET,,39,34,29,21,35,20,,,,,,,,,,,,,178,29,36.6,0
Michael Mayer,TE,OAK,1,29,16,34,37,42,57,46,42,53,56,49,49,,51,41,,,,602,43,61.4,2
Matthew Slater,WR,NE,3,,,,,,,,,,,,,,,,,,,0,0,0,0
Matthew Stafford,QB,LAR,1,81,80,55,82,56,57,68,42,,,67,64,64,77,75,70,62,,1000,66,87.1,24
Mike Strachan,WR,CAR,1,,,,,,,,,,13,8,,31,2,,,,,54,13,10.6,0
Malik Taylor,WR,NYJ,2,,,,,,,,23,18,10,,,,,,,,,51,17,24.2,0
Michael Thomas,WR,NO,2,52,60,46,52,51,68,75,44,40,2,,,,,,,,,490,49,69.2,1
Mitchell Tinsley,WR,WAS,3,,3,,,,,,,,,,,,,,,,,3,1,0.3,0
Mitch Trubisky,QB,PIT,,,,,10,,,,39,,,,,30,70,52,,,,201,40,18.8,6
Marquez Valdes-Scantling,WR,KC,1,41,55,41,38,43,40,47,35,33,,37,32,33,22,22,61,38,,618,38,54.7,1
Montrell Washington,WR,KC,,,,,,,,,,,,,2,,,,,,,2,0,0.5,0
Mike White,QB,MIA,2,,,15,,,11,,,,,,1,13,,8,,5,,53,8,4.8,1
Mike Williams,WR,LAC,1,62,61,44,,,,,,,,,,,,,,,,167,55,77.7,1
Malik Willis,QB,TEN,3,,,2,,,18,,2,,,,,,,,,,,22,7,2.1,0
Noah Brown,WR,HOU,5,52,,,,,35,,42,52,56,,,55,37,66,61,7,,463,46,53.5,2
Nick Chubb,RB,CLE,1,36,18,,,,,,,,,,,,,,,,,54,27,33.5,0
N'Keal Harry,WR,MIN,5,,,,,1,1,4,4,6,4,2,1,,,,,,,23,2,3.9,0
Noah Togiai,TE,PHI,5,,,,,,,,,,,,7,,,,,,,7,7,10.6,0
Nick Westbrook-Ikhine,WR,TEN,3,51,44,39,55,42,39,,34,43,39,22,40,70,63,30,,,,611,43,69.9,3
Odell Beckham Jr.,WR,BAL,1,59,39,,,37,29,34,37,35,18,22,23,,38,38,37,18,,464,33,41.2,3
Owen Wright,RB,BAL,,,,,,,,,,,,,,,,,,,,0,0,0,0
Parris Campbell,WR,NYG,2,47,45,21,23,16,,4,3,14,17,11,6,,,,,,,207,17,18.8,0
Phillip Dorsett,WR,DEN,7,6,,,,,,,,,,,,,,,,28,,34,17,25.6,0
Princeton Fant,TE,DAL,,,,,,,,,,,,,,,,,,,,0,0,0,0
Parker Hesse,TE,ATL,,7,,,,,,,,,,,23,18,,,,,,48,16,26.4,0
Patrick Laird,RB,TB,4,,,,,,,,,,,,,,,,,,,0,0,0,0
Patrick Mahomes,QB,KC,1,65,67,56,70,66,71,68,61,60,,79,60,67,66,65,76,54,,1051,65,93,27
P.J. Walker,QB,CLE,3,,,,,,75,63,77,6,1,,21,,,,,,,243,40,31.1,1
Qadree Ollison,RB,PIT,,,,1,,,,,,,,,,,,,,,,1,0,0.9,0
Ross Dwelley,TE,SF,2,12,1,12,4,15,4,3,4,,15,2,3,1,,,,,,76,6,7.6,0
Rakim Jarrett,WR,TB,2,6,16,6,13,,7,21,10,8,14,14,,,,,,,,115,11,16,0
Ryan Miller,WR,TB,,,,,,,,,,,,,,3,,,,,,3,3,4.8,0
Raheem Mostert,RB,MIA,1,49,46,37,28,32,41,26,43,35,,55,42,23,46,33,19,,,555,37,50.5,21
Rashee Rice,WR,KC,1,20,12,39,32,20,35,40,37,41,,45,40,46,56,60,57,42,,622,38,55,7
Rhamondre Stevenson,RB,NE,1,58,54,47,35,27,39,39,31,40,46,,53,17,,,,,,486,40,51.6,4
Russell Wilson,QB,DEN,2,64,66,62,48,63,52,59,71,,75,55,67,60,67,60,69,,,938,62,87.5,29
Robert Woods,WR,HOU,1,58,72,43,51,39,39,,,,45,50,35,32,40,62,61,39,,666,47,58.7,1
Salvon Ahmed,RB,MIA,4,19,12,,4,,24,18,19,19,,20,,,,,,,,135,16,20.8,2
Stephen Anderson,TE,LAC,,,,,,,,,,,,,,2,2,,,,,4,1,2.1,0
Stephen Carlson,TE,CHI,,,,,,,,,,,,,,,,,,,,0,0,0,0
Sean Clifford,QB,GB,2,5,,,,,,,,,,,,,,,,8,,13,6,1.2,0
Sam Ehlinger,QB,IND,2,,,,,,,,,,,,,,3,,,,,3,1,0.3,0
Simi Fehoko,WR,LAC,7,,,,,,,,16,4,3,1,,,,,,,,24,4,4.1,1
Shedrick Jackson,WR,CIN,,,,,,,,,,,,5,,,,,,,,5,1,2.6,0
Sean McKeon,TE,DAL,4,,,,18,6,8,,11,9,13,17,10,8,,,,,,100,11,16.2,0
Skyy Moore,WR,KC,3,45,39,50,41,37,37,41,33,15,,40,34,44,23,16,,,,495,35,52.5,1
Stanley Morgan,WR,CIN,,,,,,,,,,,4,,,,,,,,,4,1,2,0
Steven Sims,WR,HOU,3,,,,,,,,,,,2,1,,,7,,,,10,3,4.9,0
SaRodorick Thompson Jr.,RB,SEA,,,,,,,,2,,,,,,,,,,,,2,2,3.3,0
Samori Toure,WR,GB,5,21,23,33,11,3,,7,4,,,,3,,18,,7,9,,139,12,13.4,0
Sean Tucker,RB,TB,3,10,17,4,,,,,,,1,,,,,,,,,32,2,2.9,0
Tyson Bagent,QB,CHI,2,,,,,,31,68,66,68,72,,,,,,,,,305,61,26.8,5
Tim Boyle,QB,NYJ,4,,,,,,,,,,,19,58,45,,,,,,122,40,17.6,1
Teddy Bridgewater,QB,DET,,,,,,3,,,,,,,,,,,,,,3,3,0.3,0
Terrell Bynum,WR,LAC,,,,,,,,,,,,1,,,,,,,,1,1,1.5,0
Tanner Conner,TE,MIA,4,,,,,,10,1,,,,,,9,,,,,,20,6,11.3,0
Tyrion Davis-Price,RB,SF,,,,,,7,,,,,,,,,,,,,,7,7,0.9,0
Tank Dell,WR,HOU,3,37,66,34,50,21,,,45,61,72,51,48,9,,,,,,494,44,61.1,7
Taylor Heinicke,QB,ATL,1,,,,,,,,37,69,49,,,,,,64,52,,271,54,24,6
Tyler Higbee,TE,LAR,1,74,74,53,77,50,54,61,54,53,,66,50,43,,47,52,58,,866,57,75.4,2
Tee Higgins,WR,CIN,1,53,53,66,27,,29,,42,58,,,,57,45,61,52,30,,573,47,52.7,5
T.J. Hockenson,TE,MIN,1,48,50,73,42,57,45,59,61,63,46,52,44,,67,59,24,,,790,52,79.4,5
Travis Homer,RB,CHI,4,,,2,,,,3,1,,,,,,,,,,,6,0,0.5,0
Tyree Jackson,TE,NYG,3,,,,,,,,,,12,6,,,,,,,,18,9,10.1,0
Trishton Jackson,WR,MIN,,,,1,,,4,11,9,53,2,,,,,,,,,80,11,14,0
Taiwan Jones,RB,NYG,,,,,,,,,,,,,,,,,,,,0,0,0,0
Tony Jones Jr.,RB,ARI,5,7,40,30,11,,,,,21,7,16,,,,,,,,132,18,25.3,2
Travis Kelce,TE,KC,1,,43,47,55,39,49,51,52,46,,74,46,59,59,50,61,44,,775,51,68.6,5
Tyler Kroft,TE,MIA,3,2,3,,,,,,3,,,21,6,,,8,,,,43,5,3.9,0
Tay Martin,WR,SF,,,,,,,,,,,,,,,,,,3,,3,3,4.3,0
Tre' McKitty,TE,LAC,4,6,5,10,23,,7,,15,,,,,,,,,,,66,11,13.6,0
Ty Montgomery II,WR,NE,,7,3,,1,15,3,1,,,1,,2,3,6,,,,,42,3,5.1,0
Teagan Quitoriano,TE,HOU,2,22,22,19,30,23,22,,20,,,,,,,,,,,158,22,33.8,0
Trey Sermon,RB,IND,4,,,18,10,3,7,,,3,1,,1,1,3,29,14,18,,108,7,10.6,0
Tre'Quan Smith,WR,DEN,6,,,,,,,,10,,,,,,,,,,,10,10,14.1,0
Tyquan Thornton,WR,NE,1,,,,,,25,3,,12,,,30,51,54,7,5,37,,224,24,31.3,0
Will Levis,QB,TEN,1,,,,,,,,66,74,63,40,53,85,71,63,,13,,528,58,50.3,9
Willie Snead IV,WR,SF,,,,,7,,,,1,,14,,,,,,25,,,47,11,19.1,0
Xazavian Valladay,RB,NYJ,3,,,,,,,,,,,,,,,,,,,0,0,0,0
Zach Ertz,TE,ARI,,48,44,36,54,43,35,35,,,,,,,,,,,,295,42,64.4,1
Zay Flowers,WR,BAL,1,54,58,67,57,69,63,43,49,52,47,65,67,,70,59,53,32,,905,56,80.4,6
Zonovan Knight,RB,DET,4,,,7,,2,,,,,,,,,,,,,,9,4,4.4,0
Zach Wilson,QB,NYJ,2,50,47,63,59,65,65,,64,81,66,38,,,68,22,,,,688,57,66.4,8}
